model,nct_id,rows,cols,values
asc_int,NCT01916226,age10,age10:male,-3.339e-04
asc_int,NCT01916226,male,age10:male,-3.112e-03
asc_int,NCT01916226,como_ct,age10:male,-8.659e-04
asc_int,NCT01916226,(Intercept),age10:como_ct,8.591e-04
asc_int,NCT01916226,age10,age10:como_ct,-2.087e-04
asc_int,NCT01916226,male,age10:como_ct,-8.591e-04
asc_int,NCT01916226,como_ct,age10:como_ct,-1.788e-03
asc_int,NCT01916226,age10:male,age10:como_ct,2.087e-04
asc_int,NCT01916226,(Intercept),male:como_ct,3.790e-03
asc_int,NCT01916226,age10,male:como_ct,-8.659e-04
asc_int,NCT01916226,male,male:como_ct,-8.848e-03
asc_int,NCT01916226,como_ct,male:como_ct,-8.163e-03
asc_int,NCT01916226,age10:male,male:como_ct,2.021e-03
asc_int,NCT01916226,age10:como_ct,male:como_ct,1.788e-03
asc_int,NCT01916226,(Intercept),age10:male:como_ct,-8.591e-04
asc_int,NCT01916226,age10,age10:male:como_ct,2.087e-04
asc_int,NCT01916226,male,age10:male:como_ct,2.022e-03
asc_int,NCT01916226,como_ct,age10:male:como_ct,1.788e-03
asc_int,NCT01916226,age10:male,age10:male:como_ct,-5.003e-04
asc_int,NCT01916226,age10:como_ct,age10:male:como_ct,-4.124e-04
asc_int,NCT01916226,male:como_ct,age10:male:como_ct,-5.433e-03
asc_int,NCT00118729,(Intercept),age10,-5.378e-04
asc_int,NCT00118729,(Intercept),male,-2.114e-03
asc_int,NCT00118729,age10,male,5.378e-04
asc_int,NCT00118729,(Intercept),como_ct,-1.792e-03
asc_int,NCT00118729,age10,como_ct,4.077e-04
asc_int,NCT00118729,male,como_ct,1.792e-03
asc_int,NCT00118729,(Intercept),age10:male,5.378e-04
asc_int,NCT00118729,age10,age10:male,-1.553e-04
asc_int,NCT00118729,male,age10:male,-1.483e-03
asc_int,NCT00118729,como_ct,age10:male,-4.077e-04
asc_int,NCT00118729,(Intercept),age10:como_ct,4.070e-04
asc_int,NCT00118729,age10,age10:como_ct,-1.004e-04
asc_int,NCT00118729,male,age10:como_ct,-4.070e-04
asc_int,NCT00118729,como_ct,age10:como_ct,-1.397e-02
asc_int,NCT00118729,age10:male,age10:como_ct,1.004e-04
asc_int,NCT00118729,(Intercept),male:como_ct,1.792e-03
asc_int,NCT00118729,age10,male:como_ct,-4.077e-04
asc_int,NCT00118729,male,male:como_ct,-3.624e-03
asc_int,NCT00118729,como_ct,male:como_ct,-6.589e-02
asc_int,NCT00118729,age10:male,male:como_ct,7.550e-04
asc_int,NCT00118729,age10:como_ct,male:como_ct,1.397e-02
asc_int,NCT00118729,(Intercept),age10:male:como_ct,-4.070e-04
asc_int,NCT00118729,age10,age10:male:como_ct,1.004e-04
asc_int,NCT00118729,male,age10:male:como_ct,8.732e-04
asc_int,NCT00118729,como_ct,age10:male:como_ct,1.397e-02
asc_int,NCT00118729,age10:male,age10:male:como_ct,-2.217e-04
asc_int,NCT00118729,age10:como_ct,age10:male:como_ct,-3.043e-03
asc_int,NCT00118729,male:como_ct,age10:male:como_ct,-3.577e-02
asce_int,NCT01957163,(Intercept),age10,-1.614e-03
asce_int,NCT01957163,(Intercept),como_ct,2.459e-05
asce_int,NCT01957163,age10,como_ct,-3.041e-05
asce_int,NCT01957163,(Intercept),male,-3.800e-04
asce_int,NCT01957163,age10,male,-2.495e-05
asce_int,NCT01957163,como_ct,male,3.931e-05
asce_int,NCT01957163,(Intercept),black,-1.114e-03
asce_int,NCT01957163,age10,black,1.145e-04
asce_int,NCT01957163,como_ct,black,-5.329e-05
asce_int,NCT01957163,male,black,4.454e-04
asce_int,NCT01957163,(Intercept),nativ,-3.076e-03
asce_int,NCT01957163,age10,nativ,3.990e-04
asce_int,NCT01957163,como_ct,nativ,2.345e-05
asce_int,NCT01957163,male,nativ,4.604e-04
asce_int,NCT01957163,black,nativ,6.182e-04
asce_int,NCT01957163,(Intercept),other,1.265e-03
asce_int,NCT01957163,age10,other,-1.334e-04
asce_int,NCT01957163,como_ct,other,-2.336e-04
asce_int,NCT01957163,male,other,-3.543e-04
asce_int,NCT01957163,black,other,4.642e-05
asce_int,NCT01957163,nativ,other,-3.906e-04
asce_int,NCT01957163,(Intercept),male:black,8.361e-04
asce_int,NCT01957163,age10,male:black,-6.159e-05
asce_int,NCT01957163,como_ct,male:black,1.801e-05
asce_int,NCT01957163,male,male:black,-7.327e-04
asce_int,NCT01957163,black,male:black,-2.079e-02
asce_int,NCT01957163,nativ,male:black,-5.584e-04
asce_int,NCT01957163,other,male:black,2.742e-04
asce_int,NCT02119286,(Intercept),age10,-1.624e-03
asce_int,NCT02119286,(Intercept),como_ct,-1.768e-05
asce_int,NCT02119286,age10,como_ct,-2.583e-05
asce_int,NCT02119286,(Intercept),male,-2.652e-04
asce_int,NCT02119286,age10,male,-4.352e-05
asce_int,NCT02119286,como_ct,male,2.986e-05
asce_int,NCT02119286,(Intercept),black,-8.253e-04
asce_int,NCT02119286,age10,black,6.840e-05
asce_int,NCT02119286,como_ct,black,-4.280e-05
asce_int,NCT02119286,male,black,4.595e-04
asce_int,NCT02119286,(Intercept),asian,3.531e-05
asce_int,NCT02119286,age10,asian,-1.279e-04
asce_int,NCT02119286,como_ct,asian,1.526e-04
asce_int,NCT02119286,male,asian,5.382e-04
asce_int,NCT02119286,black,asian,3.950e-04
asce_int,NCT02119286,(Intercept),other,-1.113e-04
asce_int,NCT02119286,age10,other,-2.529e-05
asce_int,NCT02119286,como_ct,other,1.493e-04
asce_int,NCT02119286,male,other,-3.119e-04
asce_int,NCT02119286,black,other,-6.166e-05
asce_int,NCT02119286,asian,other,2.259e-04
asce_int,NCT02119286,(Intercept),male:black,6.206e-04
asce_int,NCT02119286,age10,male:black,-2.259e-05
asce_int,NCT02119286,como_ct,male:black,-6.037e-07
asce_int,NCT02119286,male,male:black,-8.324e-04
asce_int,NCT02119286,black,male:black,-2.185e-02
asce_int,NCT02119286,asian,male:black,-4.735e-04
asce_int,NCT02119286,other,male:black,3.531e-04
asce_int,NCT02119286,(Intercept),male:asian,8.131e-04
asce_int,NCT02119286,age10,male:asian,-2.455e-05
asce_int,NCT02119286,como_ct,male:asian,-1.014e-04
asce_int,NCT02119286,male,male:asian,-8.590e-04
asce_int,NCT02119286,black,male:asian,-4.473e-04
asce_int,NCT02119286,asian,male:asian,-4.336e-02
asce_int,NCT02119286,other,male:asian,1.994e-04
asce_int,NCT02119286,male:black,male:asian,8.403e-04
asce_int,NCT02236611,(Intercept),age10,-1.190e-03
asce_int,NCT02236611,(Intercept),como_ct,4.227e-05
asce_int,NCT02236611,age10,como_ct,-2.708e-05
asce_int,NCT02236611,(Intercept),male,-3.680e-04
asce_int,NCT02236611,age10,male,-6.904e-06
asce_int,NCT02236611,como_ct,male,2.075e-05
asce_int,NCT02236611,(Intercept),asian,2.673e-04
asce_int,NCT02236611,age10,asian,-3.940e-05
asce_int,NCT02236611,como_ct,asian,-1.063e-05
asce_int,NCT02236611,male,asian,-1.943e-04
asce_int,NCT02236611,(Intercept),other,-1.293e-03
asce_int,NCT02236611,age10,other,1.596e-04
asce_int,NCT02236611,como_ct,other,-9.331e-05
asce_int,NCT02236611,male,other,3.659e-04
asce_int,NCT02236611,asian,other,-2.143e-05
asce_int,NCT02236611,(Intercept),male:other,2.119e-03
asce_int,NCT02236611,age10,male:other,-3.137e-04
asce_int,NCT02236611,como_ct,male:other,2.226e-04
asce_int,NCT02236611,male,male:other,-5.313e-04
asce_int,NCT02236611,asian,male:other,2.282e-04
asce_int,NCT02236611,other,male:other,-1.736e-01
asce_int,NCT00428090,(Intercept),age10,-1.451e-03
asce_int,NCT00428090,(Intercept),como_ct,4.022e-05
asce_int,NCT00428090,age10,como_ct,-1.957e-05
asce_int,NCT00428090,(Intercept),male,-4.320e-04
asce_int,NCT00428090,age10,male,2.120e-05
asce_int,NCT00428090,como_ct,male,-1.311e-05
asce_int,NCT00428090,(Intercept),black,-9.054e-05
asce_int,NCT00428090,age10,black,-3.714e-05
asce_int,NCT00428090,como_ct,black,1.065e-04
asce_int,NCT00428090,male,black,2.730e-04
asce_int,NCT00428090,(Intercept),asian,-9.413e-04
asce_int,NCT00428090,age10,asian,8.506e-05
asce_int,NCT00428090,como_ct,asian,3.720e-05
asce_int,NCT00428090,male,asian,2.906e-04
asce_int,NCT00428090,black,asian,3.034e-04
asce_int,NCT00428090,(Intercept),nativ,-1.155e-05
asce_int,NCT00428090,age10,nativ,-4.513e-05
asce_int,NCT00428090,como_ct,nativ,7.983e-05
asce_int,NCT00428090,male,nativ,2.743e-04
asce_int,NCT00428090,black,nativ,3.500e-04
asce_int,NCT00428090,asian,nativ,2.908e-04
asce_int,NCT00428090,(Intercept),other,-6.683e-04
asce_int,NCT00428090,age10,other,7.000e-05
asce_int,NCT00428090,como_ct,other,-1.790e-04
asce_int,NCT00428090,male,other,3.065e-04
asce_int,NCT00428090,black,other,1.433e-04
asce_int,NCT00428090,asian,other,2.581e-04
asce_int,NCT00428090,nativ,other,1.749e-04
asce_int,NCT00428090,(Intercept),male:black,-2.046e-04
asce_int,NCT00428090,age10,male:black,7.288e-05
asce_int,NCT00428090,como_ct,male:black,-6.491e-05
asce_int,NCT00428090,male,male:black,-7.622e-04
asce_int,NCT00428090,black,male:black,-1.688e-02
asce_int,NCT00428090,asian,male:black,-2.731e-04
asce_int,NCT00428090,nativ,male:black,-3.334e-04
asce_int,NCT00428090,other,male:black,-1.872e-04
asce_int,NCT00428090,(Intercept),male:asian,6.892e-04
asce_int,NCT00428090,age10,male:asian,-5.754e-05
asce_int,NCT00428090,como_ct,male:asian,2.815e-05
asce_int,NCT00428090,male,male:asian,-7.825e-04
asce_int,NCT00428090,black,male:asian,-2.576e-04
asce_int,NCT00428090,asian,male:asian,-1.164e-03
asce_int,NCT00428090,nativ,male:asian,-2.598e-04
asce_int,NCT00428090,other,male:asian,-3.336e-04
asce_int,NCT00428090,male:black,male:asian,7.440e-04
asce_int,NCT00428090,(Intercept),male:other,1.094e-03
asce_int,NCT00428090,age10,male:other,-1.188e-04
asce_int,NCT00428090,como_ct,male:other,9.147e-05
asce_int,NCT00428090,male,male:other,-7.937e-04
asce_int,NCT00428090,black,male:other,-2.033e-04
asce_int,NCT00428090,asian,male:other,-3.097e-04
asce_int,NCT00428090,nativ,male:other,-2.144e-04
asce_int,NCT00428090,other,male:other,-1.224e-02
asce_int,NCT00428090,male:black,male:other,6.974e-04
asce_int,NCT00428090,male:asian,male:other,8.221e-04
asce_int,NCT01181895,(Intercept),age10,-5.995e-04
asce_int,NCT01181895,(Intercept),como_ct,-8.917e-05
asce_int,NCT01181895,age10,como_ct,-6.489e-05
asce_int,NCT01181895,(Intercept),male,-1.246e-03
asce_int,NCT01181895,age10,male,3.726e-05
asce_int,NCT01181895,como_ct,male,1.547e-04
asce_int,NCT01181895,(Intercept),black,-1.709e-03
asce_int,NCT01181895,age10,black,1.503e-04
asce_int,NCT01181895,como_ct,black,-5.660e-06
asce_int,NCT01181895,male,black,1.053e-03
asce_int,NCT01181895,(Intercept),nativ,-1.519e-03
asce_int,NCT01181895,age10,nativ,8.472e-05
asce_int,NCT01181895,como_ct,nativ,2.557e-04
asce_int,NCT01181895,male,nativ,1.083e-03
asce_int,NCT01181895,black,nativ,1.118e-03
asce_int,NCT01181895,(Intercept),other,-2.291e-03
asce_int,NCT01181895,age10,other,2.464e-04
asce_int,NCT01181895,como_ct,other,2.622e-04
asce_int,NCT01181895,male,other,1.147e-03
asce_int,NCT01181895,black,other,1.308e-03
asce_int,NCT01181895,nativ,other,1.293e-03
asce_int,NCT01181895,(Intercept),male:black,9.659e-04
asce_int,NCT01181895,age10,male:black,3.670e-06
asce_int,NCT01181895,como_ct,male:black,2.850e-05
asce_int,NCT01181895,male,male:black,-2.274e-03
asce_int,NCT01181895,black,male:black,-8.696e-03
asce_int,NCT01181895,nativ,male:black,-9.834e-04
asce_int,NCT01181895,other,male:black,-9.757e-04
asce_int,NCT01181895,(Intercept),male:nativ,1.018e-03
asce_int,NCT01181895,age10,male:nativ,1.297e-05
asce_int,NCT01181895,como_ct,male:nativ,-1.779e-04
asce_int,NCT01181895,male,male:nativ,-2.314e-03
asce_int,NCT01181895,black,male:nativ,-9.962e-04
asce_int,NCT01181895,nativ,male:nativ,-2.959e-03
asce_int,NCT01181895,other,male:nativ,-1.053e-03
asce_int,NCT01181895,male:black,male:nativ,2.275e-03
asce_int,NCT01181895,(Intercept),male:other,1.086e-03
asce_int,NCT01181895,age10,male:other,-1.950e-06
asce_int,NCT01181895,como_ct,male:other,-1.720e-04
asce_int,NCT01181895,male,male:other,-2.318e-03
asce_int,NCT01181895,black,male:other,-1.013e-03
asce_int,NCT01181895,nativ,male:other,-1.061e-03
asce_int,NCT01181895,other,male:other,-6.786e-02
asce_int,NCT01181895,male:black,male:other,2.275e-03
asce_int,NCT01181895,male:nativ,male:other,2.317e-03
asce_int,NCT01316900,(Intercept),age10,-1.029e-03
asce_int,NCT01316900,(Intercept),como_ct,-2.774e-06
asce_int,NCT01316900,age10,como_ct,-1.647e-05
asce_int,NCT01316900,(Intercept),male,-3.888e-04
asce_int,NCT01316900,age10,male,-2.468e-05
asce_int,NCT01316900,como_ct,male,2.587e-05
asce_int,NCT01316900,(Intercept),black,-1.316e-03
asce_int,NCT01316900,age10,black,1.202e-04
asce_int,NCT01316900,como_ct,black,5.135e-05
asce_int,NCT01316900,male,black,5.117e-04
asce_int,NCT01316900,(Intercept),asian,-8.530e-05
asce_int,NCT01316900,age10,asian,-8.885e-05
asce_int,NCT01316900,como_ct,asian,1.119e-04
asce_int,NCT01316900,male,asian,5.523e-04
asce_int,NCT01316900,black,asian,5.197e-04
asce_int,NCT01316900,(Intercept),nativ,-6.592e-04
asce_int,NCT01316900,age10,nativ,2.172e-05
asce_int,NCT01316900,como_ct,nativ,9.969e-06
asce_int,NCT01316900,male,nativ,5.133e-04
asce_int,NCT01316900,black,nativ,5.370e-04
asce_int,NCT01316900,asian,nativ,5.153e-04
asce_int,NCT01316900,(Intercept),other,-3.812e-04
asce_int,NCT01316900,age10,other,-4.032e-05
asce_int,NCT01316900,como_ct,other,1.071e-04
asce_int,NCT01316900,male,other,5.452e-04
asce_int,NCT01316900,black,other,5.542e-04
asce_int,NCT01316900,asian,other,6.484e-04
asce_int,NCT01316900,nativ,other,5.216e-04
asce_int,NCT01316900,(Intercept),male:black,1.318e-03
asce_int,NCT01316900,age10,male:black,-1.124e-04
asce_int,NCT01316900,como_ct,male:black,-9.723e-05
asce_int,NCT01316900,male,male:black,-7.528e-04
asce_int,NCT01316900,black,male:black,-7.854e-03
asce_int,NCT01316900,asian,male:black,-5.735e-04
asce_int,NCT01316900,nativ,male:black,-5.419e-04
asce_int,NCT01316900,other,male:black,-6.058e-04
asce_int,NCT01316900,(Intercept),male:asian,5.703e-04
asce_int,NCT01316900,age10,male:asian,3.373e-06
asce_int,NCT01316900,como_ct,male:asian,-7.062e-05
asce_int,NCT01316900,male,male:asian,-7.602e-04
asce_int,NCT01316900,black,male:asian,-5.584e-04
asce_int,NCT01316900,asian,male:asian,-3.833e-02
asce_int,NCT01316900,nativ,male:asian,-5.221e-04
asce_int,NCT01316900,other,male:asian,-5.917e-04
asce_int,NCT01316900,male:black,male:asian,8.211e-04
asce_int,NCT01316900,(Intercept),male:nativ,1.215e-03
asce_int,NCT01316900,age10,male:nativ,-1.200e-04
asce_int,NCT01316900,como_ct,male:nativ,3.945e-05
asce_int,NCT01316900,male,male:nativ,-7.176e-04
asce_int,NCT01316900,black,male:nativ,-5.802e-04
asce_int,NCT01316900,asian,male:nativ,-4.197e-04
asce_int,NCT01316900,nativ,male:nativ,-4.605e-03
asce_int,NCT01316900,other,male:nativ,-4.542e-04
asce_int,NCT01316900,male:black,male:nativ,7.900e-04
asce_int,NCT01316900,male:asian,male:nativ,7.189e-04
asce_int,NCT01316900,(Intercept),male:other,1.091e-03
asce_int,NCT01316900,age10,male:other,-8.619e-05
asce_int,NCT01316900,como_ct,male:other,-3.847e-05
asce_int,NCT01316900,male,male:other,-7.413e-04
asce_int,NCT01316900,black,male:other,-6.063e-04
asce_int,NCT01316900,asian,male:other,-5.197e-04
asce_int,NCT01316900,nativ,male:other,-5.306e-04
asce_int,NCT01316900,other,male:other,-9.979e-03
asce_int,NCT01316900,male:black,male:other,8.537e-04
asce_int,NCT01316900,male:asian,male:other,7.756e-04
asce_int,NCT01316900,male:nativ,male:other,7.895e-04
asce_int,NCT01159912,(Intercept),age10,-2.658e-04
asce_int,NCT01159912,(Intercept),como_ct,-1.297e-05
asce_int,NCT01159912,age10,como_ct,-2.338e-05
asce_int,NCT01159912,(Intercept),male,-5.167e-04
asce_int,NCT01159912,age10,male,3.623e-05
asce_int,NCT01159912,como_ct,male,2.546e-05
asce_int,NCT01159912,(Intercept),black,-4.572e-04
asce_int,NCT01159912,age10,black,2.749e-05
asce_int,NCT01159912,como_ct,black,-7.696e-05
asce_int,NCT01159912,male,black,3.647e-04
asce_int,NCT01159912,(Intercept),asian,-3.707e-04
asce_int,NCT01159912,age10,asian,5.695e-06
asce_int,NCT01159912,como_ct,asian,-3.609e-05
asce_int,NCT01159912,male,asian,3.543e-04
asce_int,NCT01159912,black,asian,3.602e-04
asce_int,NCT01159912,(Intercept),nativ,-4.516e-04
asce_int,NCT01159912,age10,nativ,1.738e-05
asce_int,NCT01159912,como_ct,nativ,1.065e-04
asce_int,NCT01159912,male,nativ,3.718e-04
asce_int,NCT01159912,black,nativ,3.472e-04
asce_int,NCT01159912,asian,nativ,3.479e-04
asce_int,NCT01159912,(Intercept),other,-7.173e-04
asce_int,NCT01159912,age10,other,7.948e-05
asce_int,NCT01159912,como_ct,other,8.312e-05
asce_int,NCT01159912,male,other,4.080e-04
asce_int,NCT01159912,black,other,3.747e-04
asce_int,NCT01159912,asian,other,3.536e-04
asce_int,NCT01159912,nativ,other,3.994e-04
asce_int,NCT01159912,(Intercept),male:black,2.798e-04
asce_int,NCT01159912,age10,male:black,1.410e-05
asce_int,NCT01159912,como_ct,male:black,5.825e-05
asce_int,NCT01159912,male,male:black,-8.493e-04
asce_int,NCT01159912,black,male:black,-1.679e-03
asce_int,NCT01159912,asian,male:black,-3.562e-04
asce_int,NCT01159912,nativ,male:black,-3.362e-04
asce_int,NCT01159912,other,male:black,-3.221e-04
asce_int,NCT01159912,(Intercept),male:asian,4.425e-04
asce_int,NCT01159912,age10,male:asian,-2.609e-05
asce_int,NCT01159912,como_ct,male:asian,1.177e-04
asce_int,NCT01159912,male,male:asian,-8.695e-04
asce_int,NCT01159912,black,male:asian,-3.783e-04
asce_int,NCT01159912,asian,male:asian,-1.553e-02
asce_int,NCT01159912,nativ,male:asian,-3.381e-04
asce_int,NCT01159912,other,male:asian,-3.642e-04
asce_int,NCT01159912,male:black,male:asian,8.689e-04
asce_int,NCT01159912,(Intercept),male:other,5.316e-04
asce_int,NCT01159912,age10,male:other,-3.641e-05
asce_int,NCT01159912,como_ct,male:other,-9.276e-05
asce_int,NCT01159912,male,male:other,-8.911e-04
asce_int,NCT01159912,black,male:other,-3.564e-04
asce_int,NCT01159912,asian,male:other,-3.501e-04
asce_int,NCT01159912,nativ,male:other,-3.860e-04
asce_int,NCT01159912,other,male:other,-1.559e-02
asce_int,NCT01159912,male:black,male:other,8.413e-04
asce_int,NCT01159912,male:asian,male:other,8.561e-04
asce_int,NCT01436110,(Intercept),age10,-5.408e-04
asce_int,NCT01436110,(Intercept),como_ct,2.391e-04
asce_int,NCT01436110,age10,como_ct,-1.062e-04
asce_int,NCT01436110,(Intercept),male,-1.473e-03
asce_int,NCT01436110,age10,male,1.146e-04
asce_int,NCT01436110,como_ct,male,-1.016e-04
asce_int,NCT01436110,(Intercept),black,-1.424e-03
asce_int,NCT01436110,age10,black,1.143e-04
asce_int,NCT01436110,como_ct,black,-4.813e-04
asce_int,NCT01436110,male,black,1.107e-03
asce_int,NCT01436110,(Intercept),asian,-2.060e-03
asce_int,NCT01436110,age10,asian,2.677e-04
asce_int,NCT01436110,como_ct,asian,-5.357e-04
asce_int,NCT01436110,male,asian,1.239e-03
asce_int,NCT01436110,black,asian,1.317e-03
asce_int,NCT01436110,(Intercept),nativ,-1.232e-03
asce_int,NCT01436110,age10,nativ,5.814e-05
asce_int,NCT01436110,como_ct,nativ,-1.328e-04
asce_int,NCT01436110,male,nativ,1.056e-03
asce_int,NCT01436110,black,nativ,1.077e-03
asce_int,NCT01436110,asian,nativ,1.141e-03
asce_int,NCT01436110,(Intercept),other,-1.065e-03
asce_int,NCT01436110,age10,other,1.628e-05
asce_int,NCT01436110,como_ct,other,-6.817e-05
asce_int,NCT01436110,male,other,1.020e-03
asce_int,NCT01436110,black,other,1.033e-03
asce_int,NCT01436110,asian,other,1.050e-03
asce_int,NCT01436110,nativ,other,1.015e-03
asce_int,NCT01436110,(Intercept),male:black,1.403e-03
asce_int,NCT01436110,age10,male:black,-1.117e-04
asce_int,NCT01436110,como_ct,male:black,5.602e-04
asce_int,NCT01436110,male,male:black,-2.687e-03
asce_int,NCT01436110,black,male:black,-6.001e-03
asce_int,NCT01436110,asian,male:black,-1.329e-03
asce_int,NCT01436110,nativ,male:black,-1.081e-03
asce_int,NCT01436110,other,male:black,-1.036e-03
asce_int,NCT01436110,(Intercept),male:asian,2.518e-03
asce_int,NCT01436110,age10,male:asian,-3.702e-04
asce_int,NCT01436110,como_ct,male:asian,3.069e-04
asce_int,NCT01436110,male,male:asian,-2.908e-03
asce_int,NCT01436110,black,male:asian,-1.328e-03
asce_int,NCT01436110,asian,male:asian,-7.346e-02
asce_int,NCT01436110,nativ,male:asian,-1.169e-03
asce_int,NCT01436110,other,male:asian,-1.051e-03
asce_int,NCT01436110,male:black,male:asian,2.903e-03
asce_int,NCT01436110,(Intercept),male:nativ,1.151e-03
asce_int,NCT01436110,age10,male:nativ,-4.125e-05
asce_int,NCT01436110,como_ct,male:nativ,2.116e-04
asce_int,NCT01436110,male,male:nativ,-2.624e-03
asce_int,NCT01436110,black,male:nativ,-1.086e-03
asce_int,NCT01436110,asian,male:nativ,-1.126e-03
asce_int,NCT01436110,nativ,male:nativ,-3.478e-03
asce_int,NCT01436110,other,male:nativ,-1.017e-03
asce_int,NCT01436110,male:black,male:nativ,2.676e-03
asce_int,NCT01436110,male:asian,male:nativ,2.704e-03
asce_int,NCT01436110,(Intercept),male:other,9.781e-04
asce_int,NCT01436110,age10,male:other,-1.373e-06
asce_int,NCT01436110,como_ct,male:other,2.611e-04
asce_int,NCT01436110,male,male:other,-2.590e-03
asce_int,NCT01436110,black,male:other,-1.072e-03
asce_int,NCT01436110,asian,male:other,-1.062e-03
asce_int,NCT01436110,nativ,male:other,-1.020e-03
asce_int,NCT01436110,other,male:other,-4.178e-03
asce_int,NCT01436110,male:black,male:other,2.667e-03
asce_int,NCT01436110,male:asian,male:other,2.592e-03
asce_int,NCT01436110,male:nativ,male:other,2.617e-03
asce_int,NCT01691521,(Intercept),age10,-4.625e-04
asce_int,NCT01691521,(Intercept),como_ct,-7.475e-06
asce_int,NCT01691521,age10,como_ct,-2.136e-05
asce_int,NCT01691521,(Intercept),male,-4.469e-04
asce_int,NCT01691521,age10,male,5.031e-06
asce_int,NCT01691521,como_ct,male,5.982e-06
asce_int,NCT01691521,(Intercept),black,-7.573e-04
asce_int,NCT01691521,age10,black,7.134e-05
asce_int,NCT01691521,como_ct,black,-1.943e-05
asce_int,NCT01691521,male,black,4.192e-04
asce_int,NCT01691521,(Intercept),asian,-2.235e-04
asce_int,NCT01691521,age10,asian,-3.878e-05
asce_int,NCT01691521,como_ct,asian,3.929e-06
asce_int,NCT01691521,male,asian,4.133e-04
asce_int,NCT01691521,black,asian,3.869e-04
asce_int,NCT01691521,(Intercept),nativ,-7.408e-04
asce_int,NCT01691521,age10,nativ,6.792e-05
asce_int,NCT01691521,como_ct,nativ,-1.867e-05
asce_int,NCT01691521,male,nativ,4.190e-04
asce_int,NCT01691521,black,nativ,4.665e-04
asce_int,NCT01691521,asian,nativ,3.883e-04
asce_int,NCT01691521,(Intercept),other,-1.281e-03
asce_int,NCT01691521,age10,other,1.711e-04
asce_int,NCT01691521,como_ct,other,1.149e-06
asce_int,NCT01691521,male,other,4.271e-04
asce_int,NCT01691521,black,other,5.421e-04
asce_int,NCT01691521,asian,other,3.447e-04
asce_int,NCT01691521,nativ,other,5.360e-04
asce_int,NCT01691521,(Intercept),male:black,-2.008e-04
asce_int,NCT01691521,age10,male:black,1.226e-04
asce_int,NCT01691521,como_ct,male:black,-3.333e-06
asce_int,NCT01691521,male,male:black,-1.011e-03
asce_int,NCT01691521,black,male:black,-7.451e-03
asce_int,NCT01691521,asian,male:black,-4.664e-04
asce_int,NCT01691521,nativ,male:black,-3.293e-04
asce_int,NCT01691521,other,male:black,-1.880e-04
asce_int,NCT01691521,(Intercept),male:asian,3.495e-04
asce_int,NCT01691521,age10,male:asian,1.169e-05
asce_int,NCT01691521,como_ct,male:asian,7.286e-06
asce_int,NCT01691521,male,male:asian,-1.018e-03
asce_int,NCT01691521,black,male:asian,-4.072e-04
asce_int,NCT01691521,asian,male:asian,-2.047e-03
asce_int,NCT01691521,nativ,male:asian,-4.077e-04
asce_int,NCT01691521,other,male:asian,-3.913e-04
asce_int,NCT01691521,male:black,male:asian,1.036e-03
asce_int,NCT01691521,(Intercept),male:other,4.249e-04
asce_int,NCT01691521,age10,male:other,-1.479e-05
asce_int,NCT01691521,como_ct,male:other,6.762e-05
asce_int,NCT01691521,male,male:other,-1.016e-03
asce_int,NCT01691521,black,male:other,-4.287e-04
asce_int,NCT01691521,asian,male:other,-4.123e-04
asce_int,NCT01691521,nativ,male:other,-4.281e-04
asce_int,NCT01691521,other,male:other,-1.913e-02
asce_int,NCT01691521,male:black,male:other,1.014e-03
asce_int,NCT01691521,male:asian,male:other,1.023e-03
asce_int,NCT00289198,(Intercept),age10,-6.256e-04
asce_int,NCT00289198,(Intercept),como_ct,2.000e-04
asce_int,NCT00289198,age10,como_ct,-1.348e-04
asce_int,NCT00289198,(Intercept),male,-7.842e-04
asce_int,NCT00289198,age10,male,-1.251e-05
asce_int,NCT00289198,como_ct,male,2.340e-06
asce_int,NCT00289198,(Intercept),black,-1.268e-03
asce_int,NCT00289198,age10,black,8.762e-05
asce_int,NCT00289198,como_ct,black,2.168e-04
asce_int,NCT00289198,male,black,8.228e-04
asce_int,NCT00289198,(Intercept),asian,-1.134e-03
asce_int,NCT00289198,age10,asian,8.209e-05
asce_int,NCT00289198,como_ct,asian,-4.747e-05
asce_int,NCT00289198,male,asian,8.262e-04
asce_int,NCT00289198,black,asian,8.804e-04
asce_int,NCT00289198,(Intercept),nativ,-1.970e-04
asce_int,NCT00289198,age10,nativ,2.037e-05
asce_int,NCT00289198,como_ct,nativ,2.762e-04
asce_int,NCT00289198,male,nativ,-1.061e-03
asce_int,NCT00289198,black,nativ,1.341e-04
asce_int,NCT00289198,asian,nativ,1.662e-05
asce_int,NCT00289198,(Intercept),other,-7.090e-04
asce_int,NCT00289198,age10,other,-5.795e-05
asce_int,NCT00289198,como_ct,other,2.456e-04
asce_int,NCT00289198,male,other,8.342e-04
asce_int,NCT00289198,black,other,8.882e-04
asce_int,NCT00289198,asian,other,8.097e-04
asce_int,NCT00289198,nativ,other,8.054e-05
asce_int,NCT00289198,(Intercept),male:black,9.666e-04
asce_int,NCT00289198,age10,male:black,-3.825e-05
asce_int,NCT00289198,como_ct,male:black,3.698e-05
asce_int,NCT00289198,male,male:black,-1.886e-03
asce_int,NCT00289198,black,male:black,-2.048e-02
asce_int,NCT00289198,asian,male:black,-8.501e-04
asce_int,NCT00289198,nativ,male:black,1.055e-03
