model,nct_id,term,estimate,std.error,statistic,p.value
asc,NCT00274599,(Intercept),3.63E-01,8.27E-02,4.389902728,1.25E-05
asc,NCT00274599,age10,5.08E-02,1.36E-02,3.724716569,2.06E-04
asc,NCT00274599,male,-1.66E-01,3.06E-02,-5.408689991,7.87E-08
asc,NCT00274599,como_ct,-1.51E-02,2.09E-02,-0.719478036,0.472007915
asc,NCT00153088,(Intercept),7.45E-01,1.15E-01,6.488028153,1.31E-10
asc,NCT00153088,age10,-1.60E-03,1.77E-02,-0.090682989,0.92776079
asc,NCT00153088,male,-9.54E-02,3.00E-02,-3.184014386,0.001492728
asc,NCT00153088,como_ct,-1.16E-02,1.67E-02,-0.693091991,0.488396292
asc,NCT00926289,(Intercept),4.32E-01,1.24E-01,3.471963989,5.95E-04
asc,NCT00926289,age10,-2.81E-02,1.95E-02,-1.43878116,0.151287215
asc,NCT00926289,male,-5.38E-02,4.33E-02,-1.243000467,0.214868239
asc,NCT00926289,como_ct,-5.06E-02,2.76E-02,-1.835743136,0.067415925
asc,NCT02242318,(Intercept),3.24E-01,1.49E-01,2.178719523,0.03005541
asc,NCT02242318,age10,7.19E-02,2.43E-02,2.962992578,0.003266594
asc,NCT02242318,male,-1.64E-01,5.31E-02,-3.089209207,0.00217637
asc,NCT02242318,como_ct,-1.12E-01,4.00E-02,-2.796943655,0.005459613
asc,NCT00153023,(Intercept),2.25E-01,8.04E-02,2.795855018,0.005262651
asc,NCT00153023,age10,6.54E-02,1.26E-02,5.197623698,2.39E-07
asc,NCT00153023,male,6.39E-03,2.34E-02,0.272851649,0.78501637
asc,NCT00153023,como_ct,-1.58E-01,9.86E-03,-16.02519383,2.62E-52
asc,NCT00034840,(Intercept),5.25E-01,1.40E-01,3.7619271,1.92E-04
asc,NCT00034840,age10,1.71E-02,2.32E-02,0.738806895,0.460421789
asc,NCT00034840,male,-2.83E-01,4.75E-02,-5.950200874,5.51E-09
asc,NCT00034840,como_ct,-2.11E-02,3.14E-02,-0.67307633,0.501255326
asc,NCT00168857,(Intercept),4.00E-01,7.94E-02,5.034729301,5.59E-07
asc,NCT00168857,age10,1.73E-02,1.24E-02,1.396147057,0.162953444
asc,NCT00168857,male,-1.04E-02,2.43E-02,-0.428816279,0.668141353
asc,NCT00168857,como_ct,-9.80E-02,8.52E-03,-11.49750174,5.80E-29
asc,NCT01719003,(Intercept),0.00E+00,0.00E+00,NA,NA
asc,NCT01719003,age10,0.00E+00,0.00E+00,NA,NA
asc,NCT01719003,male,0.00E+00,0.00E+00,NA,NA
asc,NCT01719003,como_ct,0.00E+00,0.00E+00,NA,NA
asc,NCT02177344,(Intercept),2.50E-01,1.18E-01,2.117234361,0.034617405
asc,NCT02177344,age10,-2.44E-03,1.73E-02,-0.140943573,0.887957986
asc,NCT02177344,male,-1.07E-02,3.39E-02,-0.315348179,0.752598058
asc,NCT02177344,como_ct,2.58E-03,1.50E-02,0.171860608,0.863600362
asc,NCT00856284,(Intercept),0.00E+00,0.00E+00,NA,NA
asc,NCT00856284,age10,0.00E+00,0.00E+00,NA,NA
asc,NCT00856284,male,0.00E+00,0.00E+00,NA,NA
asc,NCT00856284,como_ct,0.00E+00,0.00E+00,NA,NA
asc,NCT00968708,(Intercept),1.21E-01,2.32E-02,5.218592518,1.87E-07
asc,NCT00968708,age10,1.11E-03,3.47E-03,0.320174621,0.748848044
asc,NCT00968708,male,-1.46E-02,7.34E-03,-1.992353527,0.04638131
asc,NCT00968708,como_ct,-2.25E-02,2.84E-03,-7.943014811,2.37E-15
